PuzzleId,Fen,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,MoveCount,Level,MateType,Instructions,Explanation
R48JE,6rk/2p2Bpp/pb1p1p2/1p1P1q2/1P3Pb1/P1B3P1/3PQ2P/4R2K w - - 7 28,e2e8 g4f3,1548,86,86,5315,doubleBishopMate master masterVsMaster mate mateIn1 middlegame oneMove,1,1,doubleBishopMate,"Your highly active pieces exploit the exposed black king, making a forced attack the best path to victory.",Two Bishops work together on side-by-side diagonals to force the King into a dead end.
TW67k,k2bR3/ppBB1p2/2p5/3p4/P6p/7P/q7/7K b - - 30 55,b7b6 d7c6,1476,88,87,5072,doubleBishopMate endgame mate mateIn1 oneMove pin,1,1,doubleBishopMate,"Black's trapped king and compromised back rank allow White's powerful pieces to execute a decisive, forcing attack.",Two Bishops work together on side-by-side diagonals to force the King into a dead end.
grqRX,3k4/pp3p1p/7Q/3P4/3brPb1/B5P1/Pq5P/R3R2K w - - 0 27,a3b2 g4f3,1016,77,97,4672,doubleBishopMate mate mateIn1 middlegame oneMove,1,1,doubleBishopMate,Black's exposed king and misplaced queen enable a decisive checkmating attack. This sharp tactical position demands forced calculation to convert the advantage.,Two Bishops work together on side-by-side diagonals to force the King into a dead end.
Ovt4y,1q5k/4B2p/Qrb1Bpp1/8/P3P3/5P2/3R2PP/6K1 b - - 0 30,b6a6 e7f6,1291,86,92,4519,doubleBishopMate endgame master mate mateIn1 oneMove superGM,1,1,doubleBishopMate,Black's exposed King allows White's active minor pieces to force a decisive checkmate.,Two Bishops work together on side-by-side diagonals to force the King into a dead end.
OoIed,2kr3r/B1pn1pb1/np1p3p/1B4pb/2qNP3/P1N2P2/1PP2QPP/R4RK1 b - - 9 23,c4d4 b5a6,1401,88,89,4282,doubleBishopMate hangingPiece mate mateIn1 middlegame oneMove queensideAttack,1,1,doubleBishopMate,Black's exposed king and captured queen invite a decisive white attack.,Two Bishops work together on side-by-side diagonals to force the King into a dead end.
CyBMr,r3kb1r/pp1n1pp1/4Q3/qN1pP1BP/1n1p3P/3B4/P1P2P2/R3K2R b KQkq - 0 16,f7e6 d3g6,1338,96,86,5719,doubleBishopMate mate mateIn1 middlegame oneMove,1,1,doubleBishopMate,"Opponent's king is dangerously centralized, making the forced continuation with active pieces the clear path to checkmate.",Two Bishops work together on side-by-side diagonals to force the King into a dead end.
XsEAg,8/8/6p1/4Kb1p/5B1b/7k/4B3/8 b - - 23 56,f5g4 e2f1,1276,100,83,5394,bishopEndgame doubleBishopMate endgame mate mateIn1 oneMove,1,1,doubleBishopMate,"Opponent's king is trapped on h3, allowing the user's coordinated bishops to execute a forced mate.",Two Bishops work together on side-by-side diagonals to force the King into a dead end.
lF3rW,q3r1k1/2K2ppp/1QP5/2Bp4/2b4P/6P1/5P2/1R6 w - - 15 52,b6b7 a8d8,1478,80,93,21162,dovetailMate endgame master mate mateIn1 oneMove,1,1,dovetailMate,"Black's pieces are disorganized and the passed c-pawn is a critical threat, necessitating White's immediate tactical play to convert the winning advantage.","The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
Hjjc1,7k/R4B1p/3p2p1/2p5/2P2PQ1/3q2P1/7P/1r5K w - - 0 31,h1g2 d3f1,1195,79,95,18662,dovetailMate endgame mate mateIn1 oneMove,1,1,dovetailMate,Black's vulnerable King invites a forced checkmate from your powerful attacking force.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
GCVWF,r2qr3/ppp1p2p/2kp2p1/4n1P1/Qn3B2/8/P4PK1/b4B1R b - - 4 26,b7b5 a4b5,1283,77,94,17131,dovetailMate mate mateIn1 middlegame oneMove,1,1,dovetailMate,Black's exposed king on c6 invites a winning tactical attack by White's pieces.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
gxXec,6R1/ppk2p2/2p2Q2/5b1P/2pPr3/4qN1P/P5K1/8 b - - 2 34,e4f4 f6d8,1432,79,90,15825,dovetailMate endgame mate mateIn1 oneMove,1,1,dovetailMate,Coordinated White major pieces force checkmate against the exposed Black king.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
jZh2f,8/2Q2pkp/5Rp1/p2p4/P2P4/b1P3PP/2q2PK1/8 b - - 0 32,g7f6 c7e5,1178,77,95,15450,dovetailMate endgame mate mateIn1 oneMove,1,1,dovetailMate,"The opponent's King is trapped and exposed, allowing a swift, forcing checkmate.","The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
heDpa,r1bqkb1r/1p1n1Npp/p7/nBpPp3/6Q1/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 9,e8f7 g4e6,1381,75,95,14913,dovetailMate mate mateIn1 oneMove opening,1,1,dovetailMate,"Black's forced King exposure after the knight sacrifice enables White's immediate, crushing, and winning attack.","The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
FSEyf,r1b3nr/pp1p1kp1/1qN4p/3Q4/4P3/4b3/PP3PPP/RN2K2R b KQ - 1 11,f7g6 d5f5,1271,77,95,14787,dovetailMate mate mateIn1 oneMove opening,1,1,dovetailMate,Black's exposed king demands a forced win by capitalizing on White's concentrated attack.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
A8vWU,2k3r1/p4p2/2p1pp2/5b1p/NRP4P/1Q1P3q/4P3/5RK1 w - - 4 25,g1f2 h3g3,1618,81,93,14033,dovetailMate mate mateIn1 middlegame oneMove,1,1,dovetailMate,The opponent's exposed King and White's active pieces allow for a forced tactical line that secures a winning advantage.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
0aVfV,8/3rb1Q1/p1qp1p2/4pk2/8/1P6/PKP5/6R1 b - - 0 41,d7c7 g7g4,1316,80,92,12475,dovetailMate endgame master mate mateIn1 oneMove,1,1,dovetailMate,"Black's exposed King grants White a decisive Queen and Rook attack, demanding a forcing combination to convert the winning advantage.","The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
DlXim,1k4r1/pp6/2p5/3p3Q/2P4P/7q/PP2P3/R4RK1 w - - 4 27,g1f2 h3g3,1632,77,95,11638,dovetailMate endgame master mate mateIn1 oneMove,1,1,dovetailMate,Black's highly concentrated but exposed attack on White's King demands an immediate and decisive tactical counter-combination from the student.,"The Queen lands right next to the King, whose own Pieces block his escape in a 'V' shape."
UCz5i,3r4/2R5/p1n3p1/1pk5/1Nr2P2/2PR2P1/P6P/6K1 b - - 4 35,d8d3 c7c6,1475,77,95,21905,endgame hookMate mate mateIn1 oneMove,1,1,hookMate,"The opponent's King is exposed, allowing White's pieces to create decisive, forcing threats to regain material and secure the checkmate.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
da4JC,8/n1R5/pkRr4/N2p4/1P1Pp1rp/PK2Pp2/5P1P/8 b - - 1 51,a7c6 c7b7,1266,74,94,19322,endgame hookMate master mate mateIn1 oneMove,1,1,hookMate,"Black's exposed king is surrounded by your major pieces, creating an immediate, forced checkmate.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
w25jf,8/8/4pk2/1P4R1/4pPP1/1PpnP3/7P/1r1K4 w - - 0 41,d1c2 b1c1,1399,76,95,18378,endgame hookMate master mate mateIn1 oneMove,1,1,hookMate,The checked White King must find the only safe square that sets up the decisive Rook checkmate.,"A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
27LVi,2k5/ppp5/3p1R2/4p3/3nP3/BP1PK1P1/r2N4/8 w - - 1 25,d2c4 a2e2,1169,81,91,16059,endgame hookMate mate mateIn1 oneMove,1,1,hookMate,"The opponent's king is exposed and constrained by its pawn structure, creating a forcing tactical opportunity that White must seize for a decisive win.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
82lJz,7r/pb2k3/4pp2/2pp1nK1/5N1p/7P/PPP2P2/4R1R1 w - - 0 30,g5g6 h8h6,1520,84,91,15899,endgame hookMate master mate mateIn1 oneMove,1,1,hookMate,White's advanced king attacks Black's dangerously exposed king. This is the right time to attack because the position demands a forced tactical sequence to convert the material advantage and opponent's king vulnerability into a checkmate.,"A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
7x5iX,5k1R/p1p2p2/rp1p1N2/3PpbP1/8/5PK1/8/8 b - - 1 50,f8g7 h8g8,1359,74,95,15607,endgame hookMate mate mateIn1 oneMove,1,1,hookMate,"Black's exposed king and poor coordination make them vulnerable to your perfectly positioned pieces for a forced, decisive attack.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
wDWA0,r2q2nr/4kppp/1pnNp3/p2pP3/3N4/3bP3/PPP3PP/R2Q1RK1 b - - 1 13,c6d4 f1f7,1486,78,94,15445,hookMate mate mateIn1 middlegame oneMove,1,1,hookMate,"The opponent's centralized, exposed King allows White a forced, decisive attack.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
S2MDX,8/5B2/R5p1/5pkp/6n1/1P4P1/2P1r1KP/8 w - - 7 38,g2f3 e2f2,1512,81,92,15116,endgame hookMate mate mateIn1 oneMove,1,1,hookMate,"The opponent's exposed king and White's powerful attacking pieces require an immediate, forcing checkmate.","A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
vzjTr,6k1/R7/8/5pBp/5PnP/5KP1/2r5/8 w - - 3 51,a7a6 c2f2,1330,76,96,15002,endgame hookMate master mate mateIn1 oneMove,1,1,hookMate,Exploit the opponent's restricted king and uncoordinated defense with your powerful rook and bishop battery.,"A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
wBHvw,3R4/1kp5/pp4N1/7p/3P2nP/2P2K2/PP4P1/4r3 w - - 1 36,g6f4 e1e3,1373,79,94,22093,endgame hookMate mate mateIn1 oneMove,1,1,hookMate,White's dominant rook and a quiet knight move exploit the restricted black king for a forced mate.,"A Rook is protected by a Knight, and that Knight is protected by a Pawn—a solid chain."
Ql4hc,1r3k1R/2r3b1/4Q3/2P2p2/8/5p2/P4q2/6RK b - - 1 38,g7h8 g1g8,1530,75,95,21601,endgame killBoxMate master mate mateIn1 oneMove,1,1,killBoxMate,Opponent's King is trapped while your major pieces are perfectly coordinated for an immediate checkmate.,A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
rSugF,r7/r3qp2/1p2pQpk/1Bn1P2R/P2R4/5P2/1P3P1P/6K1 b - - 0 28,h6h5 d4h4,1336,75,96,18923,killBoxMate master mate mateIn1 middlegame oneMove,1,1,killBoxMate,Black's exposed king is trapped by White's powerful attack for a forced mate,A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
Q6sZZ,8/2p1Pp1k/p5pp/5q2/1P2R3/P5KP/3Q2R1/7r w - - 1 51,d2e3 h1h3,1484,75,97,16496,endgame killBoxMate mate mateIn1 oneMove,1,1,killBoxMate,"Your strong, coordinated pieces can force a swift checkmate against the exposed Black king.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
d5SH6,5k2/ppp1q3/1n1P2Q1/3P4/2P2Kp1/1P1B4/P4r2/2R1R2r w - - 0 31,f4g3 e7h4,1442,77,94,15133,killBoxMate mate mateIn1 middlegame oneMove,1,1,killBoxMate,Black's exposed king under direct attack allows White's concentrated pieces to force a checkmate.,A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
Co2yO,1kr5/5p2/1p1P2p1/p3Q1P1/7P/qr6/2P2RB1/1K6 w - - 0 36,c2b3 c8c1,1422,77,95,13232,endgame killBoxMate master mate mateIn1 oneMove,1,1,killBoxMate,"Black's king is cornered and undefended, allowing White to launch a forced, immediate checkmate.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
ZeUhC,Q4b1r/2kn2pp/1pbppp2/1p1q4/3P4/8/P7/1KR1R3 b - - 0 24,d5d4 c1c6,1586,80,92,12660,killBoxMate mate mateIn1 middlegame oneMove,1,1,killBoxMate,"Opponent's key defender is eliminated, enabling a decisive advantage, which teaches forcing sequence calculation.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
dm482,5kR1/ppr1n3/4Q2p/2bb4/3p4/8/PPPB1q1P/2K3R1 b - - 2 25,e7g8 g1g8,1617,82,94,12360,killBoxMate mate mateIn1 middlegame oneMove,1,1,killBoxMate,"Your strong center attack exposes the enemy king to a forced mate, which is the only way to win and ignore Black's counter-threats.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
UI9K1,r1b1kb1r/pp5p/2p2Qp1/2q1p3/2P5/2N5/PP3PPP/3RKB1R b Kkq - 0 16,h8g8 d1d8,1626,80,90,11848,killBoxMate mate mateIn1 middlegame oneMove,1,1,killBoxMate,"Black's exposed King and underdeveloped pieces demand an immediate, forcing winning attack.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
YvNbG,Q2k3r/3n2p1/1p2R2p/pP3n1P/8/q7/2P1KPP1/8 b - - 1 29,d8c7 e6c6,1542,76,66,13144,endgame killBoxMate master mate mateIn1 oneMove,1,1,killBoxMate,"Your powerful Rook check exploits the opponent's dangerously exposed King and trapped Queen, demonstrating the value of immediate, forcing tactical strikes.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
oPgn1,8/3n1Qkp/1p1b4/pP3R2/4q3/P6P/6P1/2r2NK1 b - - 1 28,g7h6 f5h5,1641,80,94,12868,killBoxMate mate mateIn1 middlegame oneMove,1,1,killBoxMate,"White's overwhelming attack against the exposed black king guarantees a forced checkmate, making it crucial to prioritize the decisive combination.",A Rook and Queen create a tiny 2x2 'box' that the King cannot step out of.
pifrD,r3k3/3pnp2/p3p3/nP5Q/8/4Bb2/P1B2PrP/R4RK1 w q - 0 28,g1h1 g2g4,1981,73,94,22124,discoveredAttack discoveredCheck mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"Opponent's king is dangerously exposed on e8, and your active Queen and developed pieces are poised to launch a decisive, forcing attack.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
drzfk,3r4/R3k3/3b1nBr/4p2P/1p6/p2K4/P7/5R2 b - - 1 41,e7e6 g6f7,1508,79,91,18123,mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,Black's restricted king is vulnerable to White's powerful and decisive attack.,A Rook traps the King against the side of the board while a Bishop delivers the final blow.
hn6jr,8/2k4P/2p1p3/4b3/3p4/P2Qn3/3N1K1r/8 w - - 1 51,f2e1 e5g3,1224,75,95,17652,endgame master mate mateIn1 morphysMate oneMove,1,1,morphysMate,"White's advanced h7 pawn offers a decisive edge that must be realized through immediate, forcing tactics to overcome Black's dangerous king attack.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
moGSx,3r4/kp3p2/p1P1b3/8/P1P3pN/2b1P1B1/4rPP1/1R3K1R w - - 0 27,f1e2 e6c4,1591,83,93,16520,mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"Black's overextension sacrifices a rook and exposes the king, justifying a strong, forcing counter-attack for victory.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
4hFoq,7k/6R1/2p3pK/8/p2B3p/2Pb2r1/8/8 b - - 3 38,g6g5 g7g5,1415,75,95,15827,discoveredAttack discoveredCheck endgame mate mateIn1 morphysMate oneMove,1,1,morphysMate,"Opponent's exposed king is weak against your concentrated attack, justifying a forcing checkmate combination.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
5Mklh,r1q1kb1r/ppp2Bpp/5n2/n3p3/4P3/1QN1BP2/PP3P1P/3RK2R b Kkq - 0 12,e8e7 e3c5,1560,78,95,15440,mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"The Black king is exposed, demanding a swift and forcing combination for a decisive advantage.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
6QE4a,r5kr/pp3Rpb/2p1B2p/4P1qP/6Q1/4b1N1/PPP3P1/R6K b - - 0 19,g5g4 f7f5,2099,73,94,15202,discoveredAttack discoveredCheck master mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,The exposed Black king and White's concentrated forces allow a decisive checkmate sequence.,A Rook traps the King against the side of the board while a Bishop delivers the final blow.
rCPFJ,4r3/p2p1pkp/1p1b4/1bp5/3PK3/2P5/PP3NPP/R1B4R w - - 1 28,e4f3 b5e2,1627,85,93,15095,mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"White's King is dangerously exposed, demanding a swift and forceful counter-combination to seize the initiative from Black and prevent an immediate material disaster.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
c1EJ8,2R1R3/r2k1p1p/8/3BPn2/3n4/P7/1r5P/7K b - - 0 39,d4e6 d5c6,1357,76,95,15081,master mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"Black's exposed King is vulnerable to your forcing check, offering practice in sharp calculation.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
cBkBU,4rr2/p2b1pRk/pq3B2/3P3p/3QP3/P1N5/1P4PP/6K1 b - - 3 26,h7h6 f6g5,1463,78,97,15059,master mate mateIn1 middlegame morphysMate oneMove,1,1,morphysMate,"Black's exposed king is the key disadvantage, enabling White's coordinated pieces to force a checkmate with a relentless attack.",A Rook traps the King against the side of the board while a Bishop delivers the final blow.
h9vIa,4k3/R7/b7/5P2/6P1/P3n2P/1PP2r2/3K4 w - - 1 39,d1e1 f2e2,1551,80,93,12229,endgame mate mateIn1 oneMove operaMate vukovicMate,1,1,operaMate,"Black's pieces are dangerously active and immediately threaten the White King, which necessitates a forcing counter-attack. Attacking is required here because only a forced sequence of checks and threats can avoid immediate loss and convert White's superior positional advantage into a win.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
v99jv,r5rk/ppp2pR1/1b1p3p/3P1q2/8/3B2QP/PP3PP1/n1B3K1 b - - 2 21,f5f6 g7h7,1290,75,96,22581,mate mateIn1 middlegame oneMove operaMate,1,1,operaMate,Black's exposed king and strained defense demand White use their concentrated kingside attack to deliver a checkmate.,A Rook attacks on the back wall while a Bishop guards it from a long distance away.
C4sUY,r4rk1/p3pp1R/1p1p2p1/3P4/2P5/1P3qP1/PB6/2K4R b - - 0 24,f7f5 h7g7,1691,80,92,18479,endgame mate mateIn1 oneMove operaMate,1,1,operaMate,Black King exposed to forcing Rook attack. Puzzles demand calculation to convert overwhelming advantage into checkmate.,A Rook attacks on the back wall while a Bishop guards it from a long distance away.
